,SecondLargestPropertyUseTypeGFA,SecondLargestPropertyUseType,ENERGYSTARScore,LargestPropertyUseType,LargestPropertyUseTypeGFA,TotalGHGEmissions,SiteEnergyUse,NumberofFloors,NumberofBuildings,CouncilDistrictCode,DefaultData,Latitude,Longitude,Neighborhood,YearBuilt,Outlier,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,BuildingType
1532,12.55098721452152,Other,72.0,Housing,14.874837301421227,2.8953026213333066,19.817641055776406,2.321928094887362,1.0,6,False,5.605110356030359,-122.3753061,ballard,1986,normal,Housing,15.109300154165853,13.230620933129867,15.456290236855164,Multifamily LR (1-4)
1533,13.236163717219272,Other,72.0,Housing,14.999383482467573,2.9541963103868754,19.885469981322373,2.321928094887362,1.0,6,True,5.605045826237222,-122.3751107,ballard,1991,normal,Housing,14.999383482467573,13.236163717219272,15.371844694385855,Multifamily LR (1-4)
1534,0.0,No Use,93.0,Institution,15.113457309824126,6.257010618206024,20.66031803587651,2.0,1.0,6,False,5.604977002876275,-122.3745471,ballard,1922,normal,Institution,15.113457309824126,0.0,15.113457309824126,NonResidential
1535,0.0,No Use,13.0,business storage,14.834421668832402,7.516566771496865,23.059121293576858,1.0,1.0,6,False,5.604949173459197,-122.3747715,ballard,1966,normal,business storage,14.834421668832402,0.0,14.834421668832402,NonResidential
1536,13.374088547146387,Other,70.0,Housing,14.37021060666661,2.5310694927259543,19.387354748475637,2.0,1.0,6,True,5.604913624395226,-122.3714667,ballard,1980,normal,Housing,14.37021060666661,13.374088547146387,14.956421535720725,Multifamily LR (1-4)
1537,12.442684367865834,Office,22.0,Housing,14.626222369355478,2.903038270112912,19.826295549099655,2.321928094887362,1.0,6,False,5.604904147678635,-122.3712379,ballard,1996,normal,Housing,14.272483991934875,13.433846208442825,14.913216674133453,Multifamily LR (1-4)
1538,0.0,Other,32.0,business storage,15.521447083886123,8.485909791535926,23.733038602815835,1.0,1.0,6,False,5.604909673226483,-122.3742623,ballard,2000,normal,business storage,15.491508661869721,15.393256371748375,16.44320257729701,NonResidential
1539,12.198751965193736,Office,,Leisure,14.866940809835231,5.34801990922869,20.116046923130224,1.0,1.0,6,False,5.604848835304141,-122.3746623,ballard,1961,normal,Other,14.965829368177689,0.0,14.965829368177689,NonResidential
1540,13.198598511485047,business storage,,Other,13.85730068487978,5.305970520984387,19.799612062141023,1.584962500721156,1.0,6,False,5.6047923542451485,-122.3730423,ballard,1910,normal,Other,14.926527652543044,0.0,14.926527652543044,NonResidential
1541,13.220831743981257,Office,2.0,business storage,14.96276047526396,6.4844604131288195,21.625277196961225,2.0,1.0,6,False,5.6047923542451485,-122.3730423,ballard,1975,normal,business storage,15.340093492783726,0.0,15.340093492783726,NonResidential
1542,0.0,No Use,2.0,business storage,15.281966238725902,2.759155833800272,19.659163210227153,1.0,1.0,6,False,5.604794929577922,-122.3724793,ballard,1980,normal,business storage,15.281966238725902,0.0,15.281966238725902,NonResidential
1543,0.0,No Use,39.0,Housing,14.599738536992794,6.633431210355632,20.97108250648827,2.321928094887362,1.0,6,True,5.605003211552053,-122.3844528,ballard,1928,high outlier,Housing,14.599738536992794,0.0,14.599738536992794,Multifamily LR (1-4)
1544,0.0,No Use,65.0,Housing,14.765959420300877,2.669026765509631,19.552903579436016,2.321928094887362,1.0,6,True,5.604994828313468,-122.3843161,ballard,1987,normal,Housing,15.000396193621164,13.372457000417917,15.404775689323412,Multifamily LR (1-4)
1545,0.0,No Use,62.0,Housing,15.14565357564418,3.0214797274104517,19.96282824189211,2.321928094887362,1.0,6,True,5.605002449171998,-122.3799353,ballard,1984,normal,Housing,15.14565357564418,0.0,15.14565357564418,Multifamily LR (1-4)
1546,0.0,No Use,36.0,Housing,14.68540583478614,2.8298495598446904,19.740225451250925,2.321928094887362,1.0,6,True,5.604972622959305,-122.3774516,ballard,1985,normal,Housing,14.68540583478614,0.0,14.68540583478614,Multifamily LR (1-4)
1547,0.0,No Use,89.0,Housing,15.694847554239823,6.109569509370688,21.026538976608304,2.584962500721156,1.0,6,False,5.604972984297029,-122.3797743,ballard,1989,normal,Housing,15.694847554239823,0.0,15.694847554239823,Multifamily MR (5-9)
1549,0.0,No Use,41.0,Housing,15.69171626122331,5.477677327565307,21.480580677555395,3.0,1.0,6,False,5.604951502182225,-122.3897334,ballard,1969,normal,Housing,15.69171626122331,0.0,15.69171626122331,Multifamily MR (5-9)
1551,0.0,No Use,93.0,Housing,15.046910832957733,2.797012977836145,19.701917271205144,2.807354922057604,1.0,6,False,5.604959331063002,-122.3812607,ballard,1999,normal,Housing,15.046910832957733,13.577074720026388,15.491571292433694,Multifamily MR (5-9)
1552,13.56081046872794,Other,,Housing,14.584786379736881,2.5801454844233804,19.447714864461275,2.807354922057604,1.0,6,False,5.604938749294742,-122.3804452,ballard,1993,normal,Housing,14.806650309081014,13.56081046872794,15.314193771668053,Multifamily MR (5-9)
1553,0.0,No Use,,Leisure,14.39399368890382,2.8698714061777126,18.183577232124186,1.584962500721156,1.0,6,False,5.60492949269451,-122.3824234,ballard,1924,normal,Other,14.39399368890382,0.0,14.39399368890382,NonResidential
1554,0.0,Other,,business storage,14.656704168457614,3.768713657030485,20.121388068881203,1.584962500721156,1.0,6,False,5.604930580296982,-122.3860943,ballard,1928,normal,Other,14.872722969303823,0.0,14.872722969303823,NonResidential
1556,0.0,No Use,98.0,Housing,14.55500845759256,2.2078928516413328,18.98696971313337,2.584962500721156,1.0,7,False,5.60362471314512,-122.3646639,magnolia,2003,normal,Housing,14.817783121774534,0.0,14.817783121774534,Multifamily MR (5-9)
1557,0.0,No Use,94.0,Housing,14.316776489247887,3.968090752045256,19.118363214083377,2.321928094887362,1.0,7,False,5.603590302527651,-122.3583698,magnolia,1997,normal,Housing,14.316776489247887,0.0,14.316776489247887,Multifamily LR (1-4)
1558,0.0,No Use,90.0,Housing,15.091352736440117,2.6016965164809576,19.47166926135775,2.807354922057604,1.0,7,False,5.603135959851358,-122.34178925,downtown,1910,normal,Housing,15.091352736440117,0.0,15.091352736440117,Multifamily MR (5-9)
1559,13.82744195061677,business storage,74.0,Housing,17.222172266746455,4.872336288104642,21.952512694511015,2.807354922057604,1.0,2,False,5.602815384202457,-122.3336693,downtown,1909,normal,Housing,17.62154396046826,0.0,17.62154396046826,Multifamily MR (5-9)
1561,0.0,No Use,60.0,Housing,15.464098986841408,3.4776773275653072,20.472058141317767,2.0,1.0,2,False,5.6009696322171,-122.2705891,southeast,1959,normal,Housing,15.464098986841408,0.0,15.464098986841408,Multifamily LR (1-4)
1562,0.0,No Use,42.0,Housing,15.403111911298705,3.4127815253384757,20.40036143331872,2.0,1.0,2,False,5.600991484915386,-122.2707377,southeast,1962,normal,Housing,15.403111911298705,0.0,15.403111911298705,Multifamily LR (1-4)
1563,0.0,No Use,100.0,Housing,14.707628749349956,3.258518924711301,18.952246418750782,2.0,1.0,3,False,5.603425060671393,-122.3077991,central,1996,normal,Housing,14.97086982763871,0.0,14.97086982763871,Multifamily LR (1-4)
1564,0.0,No Use,52.0,Housing,14.86732700894502,4.414135532984451,20.041179196484592,2.584962500721156,1.0,1,False,5.60168233129643,-122.3838375,southwest,2005,normal,Housing,14.86732700894502,0.0,14.86732700894502,Multifamily MR (5-9)
1565,0.0,No Use,45.0,Housing,15.5401280385821,3.5160151470036647,20.513663992495843,2.321928094887362,1.0,5,True,5.606433265153541,-122.3188489,north,1988,normal,Housing,15.5401280385821,0.0,15.5401280385821,Multifamily LR (1-4)
1566,12.183945471757246,Other,26.0,Housing,14.664502840126502,3.877744249949002,20.251155291034372,3.4594316186372973,1.0,3,False,5.603558502752222,-122.3275069,east,1992,normal,Housing,14.927083479451086,0.0,14.927083479451086,Multifamily HR (10+)
1567,10.474719946526482,Other,79.0,Housing,14.41131236544125,2.2868811477881614,19.087820197169854,2.0,1.0,7,True,5.603823527524554,-122.345876,magnolia,1984,normal,Housing,14.502521059231526,0.0,14.502521059231526,Multifamily LR (1-4)
1568,0.0,No Use,66.0,Housing,14.74892659213343,4.047014819517589,19.694551733623157,2.321928094887362,1.0,6,False,5.604440845336968,-122.3502912,lake union,1979,normal,Housing,14.74892659213343,0.0,14.74892659213343,Multifamily LR (1-4)
1569,0.0,No Use,65.0,Housing,14.883072813713154,2.883620816285671,19.802893385023037,2.0,1.0,2,False,5.6015849201788726,-122.28669739,southeast,1969,normal,Housing,14.883072813713154,0.0,14.883072813713154,Multifamily LR (1-4)
1570,12.813981551614678,Other,100.0,Housing,14.497228130642114,4.460742563789644,19.243745792486003,3.169925001442312,1.0,2,False,5.6028254775783175,-122.32598877,downtown,1999,normal,Housing,14.980853606379736,11.565102078360313,15.110034640852607,Multifamily MR (5-9)
1571,0.0,No Use,90.0,Housing,15.324989163226535,2.851998837112446,19.767052898077655,2.321928094887362,1.0,6,False,5.604855335480751,-122.3798921,ballard,1960,normal,Housing,15.326043199882125,0.0,15.326043199882125,Multifamily LR (1-4)
1572,0.0,No Use,99.0,Housing,14.606694370504634,2.321928094887362,19.129172314836154,2.321928094887362,1.0,6,False,5.60486352091255,-122.3804406,ballard,1960,normal,Housing,14.606694370504634,0.0,14.606694370504634,Multifamily LR (1-4)
1573,0.0,No Use,,Other,14.899120860574406,5.2268938135713885,22.317825778768146,1.584962500721156,1.0,6,False,5.6051041498404075,-122.3731731,ballard,1942,normal,Other,14.876900591040306,0.0,14.876900591040306,NonResidential
1576,0.0,No Use,88.0,Office,15.192639574487071,5.551516017628014,21.280697719341468,1.584962500721156,1.0,6,False,5.60473785376563,-122.3695606,ballard,1979,normal,Office,15.192639574487071,0.0,15.192639574487071,NonResidential
1577,0.0,No Use,100.0,Office,14.60466904773128,2.1984941536390834,17.862153020413583,2.0,1.0,6,False,5.604735774325592,-122.3730847,ballard,1903,low outlier,Office,14.60466904773128,0.0,14.60466904773128,NonResidential
1578,0.0,No Use,79.0,business storage,14.49360530705712,5.110196177754199,20.4998468600676,1.0,1.0,6,True,5.605112620768799,-122.3654536,ballard,1967,normal,business storage,14.452563004832287,0.0,14.452563004832287,NonResidential
1580,13.761135649828645,Other,68.0,Housing,14.81783307572412,3.7676547982373463,19.86547955920327,2.321928094887362,1.0,7,False,5.604314666281811,-122.3829798,magnolia,2007,normal,Housing,14.81783307572412,13.761135649828645,15.384109183736607,Multifamily LR (1-4)
1581,0.0,No Use,19.0,business storage,14.665557989846414,7.991691898336964,23.179723099546237,1.0,1.0,7,False,5.604352266807102,-122.377859,magnolia,1961,normal,business storage,14.657485935413284,0.0,14.657485935413284,NonResidential
1582,13.232420927176076,Leisure,,Office,14.03333696038395,3.1618876823768938,20.120777025175872,2.0,1.0,7,False,5.604372570185101,-122.3778606,magnolia,1992,normal,Office,14.68770373021363,0.0,14.68770373021363,NonResidential
1583,11.966144913345602,Other,82.0,Office,14.658434654697617,4.053111336459563,19.869113342795963,2.0,1.0,7,False,5.604442548905119,-122.375861,magnolia,1982,normal,Office,14.658434654697617,0.0,14.658434654697617,NonResidential
1584,12.288000889707574,Office,1.0,business storage,14.330426748997999,5.1622906135457995,20.6373536565784,1.0,1.0,7,False,5.604729018348306,-122.3877672,magnolia,1974,normal,business storage,14.6439125439491,0.0,14.6439125439491,NonResidential
1585,0.0,No Use,,business storage,13.31642296550359,1.3950627995175777,17.83704270507587,1.0,1.0,7,False,5.604702806469748,-122.387405,magnolia,1965,normal,Other,14.499970423752185,0.0,14.499970423752185,NonResidential
1586,13.036173612553485,Other,86.0,Office,15.026955633002878,3.408711861029429,20.396533708238668,2.321928094887362,1.0,7,False,5.604687747439402,-122.385871,magnolia,2008,normal,Office,15.026955633002878,13.036173612553485,15.350697515410776,NonResidential
1587,0.0,No Use,74.0,business storage,15.79576065811745,5.166715444966423,20.26696721390758,1.0,1.0,7,False,5.604720642114002,-122.3890124,magnolia,1960,normal,business storage,15.79576065811745,0.0,15.79576065811745,NonResidential
1588,13.69924709450952,Other,,Housing,14.081400216090195,3.0036022366801953,19.94199753634685,2.807354922057604,1.0,7,False,5.604121309931848,-122.3757951,magnolia,2000,normal,Housing,15.077775404613833,0.0,15.077775404613833,Multifamily MR (5-9)
1589,13.0087787482805,Other,95.0,Housing,14.540854532113636,2.2570106182060234,19.050281782029014,2.0,1.0,6,False,5.605585967027154,-122.3750444,ballard,1988,normal,Housing,13.928795932261515,13.0087787482805,14.540854532113636,Multifamily LR (1-4)
1590,0.0,No Use,66.0,business storage,15.001891943934758,5.525755692829486,20.91980315591691,1.0,1.0,6,False,5.605603859014785,-122.3761399,ballard,1989,normal,business storage,15.001891943934758,0.0,15.001891943934758,NonResidential
1591,0.0,Other,70.0,Housing,14.906749700541178,2.7355221772965375,19.6302991245126,2.0,1.0,3,False,5.603456205234156,-122.3077526,central,1999,normal,Housing,14.906749700541178,13.494980552661477,15.367039284966456,Multifamily LR (1-4)
1592,0.0,No Use,78.0,Housing,14.470722416311697,5.974529312483882,20.34038041027431,2.0,1.0,3,True,5.603475495433867,-122.3077229,central,1910,normal,Housing,14.470722416311697,0.0,14.470722416311697,Multifamily LR (1-4)
1593,0.0,No Use,,business storage,14.919515134473578,0.7398481026993274,16.543892756530866,2.0,1.0,7,False,5.6042060171661845,-122.3758253,magnolia,1980,normal,business storage,14.919515134473578,0.0,14.919515134473578,NonResidential
1595,0.0,No Use,89.0,Housing,14.80750586579055,3.2942531364445142,19.406777996109206,2.321928094887362,1.0,7,True,5.604189610024919,-122.3751739,magnolia,1963,normal,Housing,14.80750586579055,0.0,14.80750586579055,Multifamily LR (1-4)
1596,0.0,No Use,82.0,Housing,14.374564067587947,2.130930869826449,18.887256320586236,2.0,1.0,7,False,5.6041117247930465,-122.3744804,magnolia,1962,normal,Housing,14.374564067587947,0.0,14.374564067587947,Multifamily LR (1-4)
1597,0.0,No Use,73.0,Housing,16.81848231971713,6.6236620520267415,21.99239728768464,2.321928094887362,1.0,7,False,5.60451475551225,-122.3745599,magnolia,1990,normal,Housing,16.81848231971713,0.0,16.81848231971713,Multifamily LR (1-4)
1598,0.0,No Use,80.0,Office,14.343255127511735,2.4905701304462013,19.338183603333096,1.584962500721156,1.0,7,False,5.604517124966134,-122.3739747,magnolia,1961,normal,Office,14.289370525595132,0.0,14.289370525595132,NonResidential
1600,12.002111776479852,Office,,business storage,14.958824554462225,3.5310694927259543,18.761690815370777,1.0,1.0,7,False,5.6047114935135705,-122.3906034,magnolia,1968,normal,business storage,15.133583753392871,0.0,15.133583753392871,NonResidential
1601,12.27873982655011,Other,97.0,Office,14.62027711054555,2.6758159311722696,19.548169047796804,2.321928094887362,1.0,7,False,5.604675200054508,-122.38620467,magnolia,2007,normal,Office,14.57890334324034,12.47192918764169,14.880013926278767,NonResidential
1603,0.0,No Use,78.0,Office,14.880970525485575,2.950468414150123,19.88030695217218,2.321928094887362,1.0,7,False,5.604603815955539,-122.38373,magnolia,1994,normal,Office,14.880970525485575,0.0,14.880970525485575,NonResidential
1604,0.0,No Use,83.0,Housing,15.614824850296534,3.4892860226258766,20.484854355342712,2.807354922057604,1.0,6,False,5.604891723715303,-122.37743378,ballard,2008,normal,Housing,15.614824850296534,14.63594479878872,16.206842669534936,Multifamily MR (5-9)
1605,10.367414751246828,Other,,Housing,14.131374695840508,1.996388746447621,18.711777865192488,2.0,1.0,6,False,5.604848879771176,-122.3785598,ballard,1988,normal,Housing,14.086467993464069,12.567956075415466,14.518345800372607,Multifamily LR (1-4)
1606,0.0,No Use,72.0,Housing,14.326218797813292,2.5897634869849773,19.458264416302708,2.584962500721156,1.0,6,False,5.60484918837236,-122.3771477,ballard,1990,normal,Housing,14.560691074923025,12.559138055642384,14.882260929099804,Multifamily MR (5-9)
1607,12.314016703901357,business storage,100.0,business storage,15.375209166166101,1.3673710656485294,17.788361488629835,2.321928094887362,1.0,6,True,5.604770917171056,-122.3806023,ballard,1927,normal,business storage,15.375209166166101,0.0,15.375209166166101,NonResidential
1608,12.372048825272772,Leisure,,Office,13.818682028333297,3.1811025507537978,20.143205068501427,2.321928094887362,1.0,6,False,5.604867297602714,-122.38414001,ballard,1901,normal,Office,14.491414710925472,0.0,14.491414710925472,NonResidential
1609,15.409457234937873,Other,33.0,Housing,17.145175901592673,7.406162478777607,22.92736601506673,2.807354922057604,1.0,6,False,5.604878865655812,-122.3834644,ballard,2008,normal,Housing,17.231146163419698,15.409457234937873,17.590535883388355,Multifamily MR (5-9)
1610,11.502334580197997,Other,,Other,15.38704125199007,8.091065077930535,22.647387497522168,2.0,1.0,6,False,5.604853379828015,-122.3827275,ballard,1900,normal,Other,15.317589265253524,12.262975701227942,15.481515656919331,NonResidential
1612,0.0,No Use,28.0,Office,14.520434526311899,5.094658342654544,20.646624626390846,1.584962500721156,1.0,6,False,5.604812827821004,-122.38025084,ballard,1968,normal,Office,14.520434526311899,0.0,14.520434526311899,NonResidential
1615,11.785452468158542,Other,80.0,Housing,14.986908624697694,2.733354340613827,19.62938152434226,2.321928094887362,1.0,6,False,5.604849403592744,-122.3806287,ballard,1964,normal,Housing,14.986908624697694,11.785452468158542,15.135749360410061,Multifamily LR (1-4)
1616,13.00088028255882,Office,,business storage,13.213863652749346,5.868143479666726,20.90283362751463,2.0,1.0,6,False,5.604914347396573,-122.3818353,ballard,1909,normal,Other,14.725259734837234,0.0,14.725259734837234,NonResidential
1617,0.0,No Use,85.0,Housing,16.19758146819203,4.354734239970604,20.733034360504607,2.321928094887362,1.0,5,True,5.605733194069683,-122.3046926,northeast,1979,normal,Housing,16.19758146819203,0.0,16.19758146819203,Multifamily LR (1-4)
